Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
270M_R1 - polya	(1, 0.014544021639451734)	(2, 0.017479289844483107)	(3, 0.020361024252244467)	(4, 0.023019532826106328)	(5, 0.025536631369443622)	(6, 0.027910299738963144)	(7, 0.03051022415732197)	(8, 0.033051564420177766)	(9, 0.035477756515320695)	(10, 0.039338755384464685)	(12, 0.04480879838664892)	(14, 0.050208641409394184)	(16, 0.05561808011278217)	(18, 0.06074570882676764)	(20, 0.06613040077481383)	(22, 0.07183579047065683)	(24, 0.07739673992103542)	(26, 0.08306980732418709)	(28, 0.08879539845296215)	(30, 0.0944174572379603)	(32, 0.09973346431403741)	(34, 0.10493684840151818)	(36, 0.11033517631679354)	(38, 0.11570623229761058)	(40, 0.12069548119601128)	(42, 0.12619835152671016)	(44, 0.13144971401740463)	(46, 0.13664703767500574)	(48, 0.14240040577406243)	(50, 0.14821639831520858)	(52, 0.15312534651770426)	(54, 0.1577262228679857)	(56, 0.1622831611016399)	(58, 0.16678707057384734)	(60, 0.17144905625874834)	(62, 0.17623730089947487)	(64, 0.18071949383128033)	(66, 0.18533451118461425)	(68, 0.1901025543924087)	(70, 0.1949190810392401)	(72, 0.19951137178052541)	(74, 0.2041738625012497)	(76, 0.20876059784847872)	(78, 0.2133927864198049)	(80, 0.21823709003691794)	(82, 0.22298644691925018)	(84, 0.22795902963548192)	(86, 0.23296292457275838)	(88, 0.23796075908015524)	(90, 0.24265355195027766)	(92, 0.24731654770682526)	(94, 0.2520441880487555)	(96, 0.2567198097008857)	(98, 0.26131311051381756)	(100, 0.2657346991468268)	(102, 0.27028204169983827)	(104, 0.27471474112096017)	(106, 0.27901865640714)	(108, 0.2834170133922773)	(110, 0.28790223653902264)	(112, 0.2923526122139601)	(114, 0.2966237001716253)	(116, 0.3008382241170807)	(118, 0.3048997222080756)	(120, 0.30802437884684525)
270M_R1 - polyg	(1, 0.001420160735125296)	(2, 0.001756514593444445)	(3, 0.0020645864456586807)	(4, 0.0023736683695195202)	(5, 0.002644367570809406)	(6, 0.0029655703544294943)	(7, 0.0033443472219060136)	(8, 0.003670600363759122)	(9, 0.004003924007138459)	(10, 0.004567038950120218)	(12, 0.00528317974756249)	(14, 0.005933665887975499)	(16, 0.006588192314974924)	(18, 0.007299787790007478)	(20, 0.008044715629377967)	(22, 0.008820450653969879)	(24, 0.009632043222016232)	(26, 0.01108957660806588)	(28, 0.012900635070426943)	(30, 0.014017269275747722)	(32, 0.014961181229499207)	(34, 0.015802570911120382)	(36, 0.016626284338925983)	(38, 0.01748737041765594)	(40, 0.018424211869881198)	(42, 0.019336306566764654)	(44, 0.020433244374976654)	(46, 0.026371960621185173)	(48, 0.03348033983416118)	(50, 0.05926898407943251)	(52, 0.120974260970474)	(54, 0.16010039627332856)	(56, 0.17736201567796847)	(58, 0.18792584999397693)	(60, 0.1931039822902926)	(62, 0.19689326607252772)	(64, 0.20021842193314826)	(66, 0.2030284412540007)	(68, 0.20470869543812653)	(70, 0.20562786063653624)	(72, 0.2063904647297223)	(74, 0.207137412712386)	(76, 0.20783335207689618)	(78, 0.20856817919980064)	(80, 0.2093120969675245)	(82, 0.21002066222761726)	(84, 0.2106484217559817)	(86, 0.21129638271727819)	(88, 0.211949899072631)	(90, 0.2125731132785857)	(92, 0.21313471311409754)	(94, 0.21369984820037252)	(96, 0.2142483171044785)	(98, 0.21478315004135534)	(100, 0.2153447498768672)	(102, 0.2158805928853907)	(104, 0.21644421286419574)	(106, 0.2169871263742454)	(108, 0.21751791902453582)	(110, 0.21804719656735636)	(112, 0.21855273742648168)	(114, 0.21903454160191183)	(116, 0.21952190117139825)	(118, 0.21999461470200898)	(120, 0.22035925056643302)
270M_R2 - illumina_universal_adapter	(1, 0.001222186692390902)	(2, 0.00264032728422299)	(3, 0.0039453398516354245)	(4, 0.005442266031902628)	(5, 0.006676573584052779)	(6, 0.007627051003507191)	(7, 0.008483591759827427)	(8, 0.00913306782859383)	(9, 0.009589620212858863)	(10, 0.010065868994232674)	(12, 0.010432019966126641)	(14, 0.01065878105078925)	(16, 0.013970805980003935)	(18, 0.018465624807391962)	(20, 0.0232861917408098)	(22, 0.028311803218488255)	(24, 0.03371871674275974)	(26, 0.0396417768784459)	(28, 0.04597795631759311)	(30, 0.05269796298244986)	(32, 0.05989775367944354)	(34, 0.06757934855186734)	(36, 0.07601344680101119)	(38, 0.08505459810976404)	(40, 0.09474472045146001)	(42, 0.10522320371333044)	(44, 0.11659408527497554)	(46, 0.1289295852591275)	(48, 0.14257767334804144)	(50, 0.15762875095408843)	(52, 0.16166651236138813)	(54, 0.16174630802146983)	(56, 0.1618372144696642)	(58, 0.16194377702838092)	(60, 0.16207306619914624)	(62, 0.1622366978058961)	(64, 0.16242406609634114)	(66, 0.16264729193024063)	(68, 0.16288920408960234)	(70, 0.16317404429394466)	(72, 0.16348514636109873)	(74, 0.16381594482536155)	(76, 0.16416694472255644)	(78, 0.16449572304352605)	(80, 0.16486490423035985)	(82, 0.16524822642024609)	(84, 0.16564568961318477)	(86, 0.16608507077945756)	(88, 0.16654061309207596)	(90, 0.16704817409449452)	(92, 0.1676446214018142)	(94, 0.16825924999877276)	(96, 0.1689359980019975)	(98, 0.16970769274000297)	(100, 0.17064806944299132)	(102, 0.17164400008654293)	(104, 0.17274598825298795)	(106, 0.1740484756412839)	(108, 0.17544186947777418)	(110, 0.17693223019233845)	(112, 0.17850996210433398)	(114, 0.18035031264444656)	(116, 0.182381061689944)	(118, 0.1845461502644398)	(120, 0.18636023894174067)
270M_R2 - polya	(1, 0.10726960886935025)	(2, 0.1421877856924523)	(3, 0.17736252071379177)	(4, 0.2127231089181064)	(5, 0.24743927141188765)	(6, 0.28263925822439223)	(7, 0.317996816213767)	(8, 0.35308165485855875)	(9, 0.3882281078737933)	(10, 0.44111293411086494)	(12, 0.5123042988709884)	(14, 0.5836082866197082)	(16, 0.6555334684310894)	(18, 0.7274950128217486)	(20, 0.7993540349402772)	(22, 0.8714418382867617)	(24, 0.9433963121758945)	(26, 1.0159532938022267)	(28, 1.0877395907622)	(30, 1.1598087077832222)	(32, 1.2322323599522025)	(34, 1.3049544882927546)	(36, 1.3775483375341877)	(38, 1.4498391652816396)	(40, 1.5217375801943858)	(42, 1.5940056813297891)	(44, 1.6660308602341842)	(46, 1.7383186577666965)	(48, 1.81052867978242)	(50, 1.883398278583376)	(52, 1.95512043599379)	(54, 2.027268843639071)	(56, 2.099356141949732)	(58, 2.1708035598722697)	(60, 2.2418595750317483)	(62, 2.3127514535486533)	(64, 2.3833170789237057)	(66, 2.453712002190482)	(68, 2.524178640544167)	(70, 2.594683661620423)	(72, 2.6654886739757204)	(74, 2.7359189497501273)	(76, 2.8066350758005236)	(78, 2.8780577469677198)	(80, 2.9498369734261667)	(82, 3.021364692044609)	(84, 3.092914632239277)	(86, 3.163461066253044)	(88, 3.2345064756602326)	(90, 3.3046362551197754)	(92, 3.3747084604954614)	(94, 3.4442382573969215)	(96, 3.5143372296712423)	(98, 3.5848811385058927)	(100, 3.6552609106979697)	(102, 3.7253987707306853)	(104, 3.795003817969817)	(106, 3.8638371704709433)	(108, 3.9324685086427484)	(110, 4.001176612259696)	(112, 4.06912261681928)	(114, 4.137598908993333)	(116, 4.205886822805292)	(118, 4.273948480568413)	(120, 4.326253020644511)
270M_R2 - polyg	(1, 0.03381214837007061)	(2, 0.033844470662761944)	(3, 0.033877803027099876)	(4, 0.03393032675272329)	(5, 0.033980830335053495)	(6, 0.034021233200917655)	(7, 0.034068706568308044)	(8, 0.03412022022228485)	(9, 0.034178804377787884)	(10, 0.03431162879931632)	(12, 0.03445354386566418)	(14, 0.03456313663932073)	(16, 0.03470404163402199)	(18, 0.034846461736193164)	(20, 0.03499746744736047)	(22, 0.03515705876752391)	(24, 0.035374224171543775)	(26, 0.03559896511291318)	(28, 0.035855018275327305)	(30, 0.03613127287067352)	(32, 0.03643429436465473)	(34, 0.0367246899630534)	(36, 0.037066599215428875)	(38, 0.037441335796318975)	(40, 0.037847384598253805)	(42, 0.038265049224124575)	(44, 0.03868372392164196)	(46, 0.03914633673578661)	(48, 0.03963571644856627)	(50, 0.040159438597330475)	(52, 0.040712452823846196)	(54, 0.041834137387399994)	(56, 0.0914508768118842)	(58, 0.16167560300620754)	(60, 0.186118326782379)	(62, 0.2024981536395336)	(64, 0.2108049828612053)	(66, 0.21567504330530674)	(68, 0.21951836592063517)	(70, 0.22311068573178247)	(72, 0.22596666331255544)	(74, 0.22729743270695627)	(76, 0.2283282108223157)	(78, 0.2293216162867508)	(80, 0.23028572967343436)	(82, 0.2312503480959412)	(84, 0.23229627728599972)	(86, 0.23325534031445025)	(88, 0.23425632131623486)	(90, 0.2355643640985871)	(92, 0.23976373696934344)	(94, 0.24537569503787554)	(96, 0.25130633071091124)	(98, 0.25750918069270673)	(100, 0.2638685917797258)	(102, 0.27090980122820263)	(104, 0.27828837460664524)	(106, 0.2861896600622055)	(108, 0.2944732576360053)	(110, 0.3032351241344721)	(112, 0.31269040481833266)	(114, 0.3227633443140916)	(116, 0.3334478821918692)	(118, 0.3449995665782565)	(120, 0.3543058616942429)
271M_R1 - polya	(1, 0.0126612032426066)	(2, 0.015342763036138424)	(3, 0.017913879675076683)	(4, 0.020207783995985083)	(5, 0.02238240970993243)	(6, 0.024632136769003405)	(7, 0.027125943199726162)	(8, 0.029686015523205062)	(9, 0.03191365395135732)	(10, 0.03541801524661123)	(12, 0.04015878765754012)	(14, 0.045011107654608515)	(16, 0.049790535169645156)	(18, 0.05461303551497329)	(20, 0.05959623065023506)	(22, 0.06456893368581046)	(24, 0.0694958028122295)	(26, 0.07445028272729695)	(28, 0.07978800038880408)	(30, 0.08507436198342519)	(32, 0.08997748583160664)	(34, 0.09490325052647976)	(36, 0.1000465882359022)	(38, 0.10530865233651274)	(40, 0.11007979661495487)	(42, 0.11544788614397522)	(44, 0.12080327471021732)	(46, 0.12613215691935697)	(48, 0.1316874475954134)	(50, 0.13705719377175268)	(52, 0.14184048679720007)	(54, 0.14644983185416266)	(56, 0.15100285090228246)	(58, 0.15554040790875923)	(60, 0.16015693177077034)	(62, 0.16473203944980885)	(64, 0.16910227507707637)	(66, 0.17373094768609276)	(68, 0.17825414708247234)	(70, 0.1826453669091126)	(72, 0.187068063034812)	(74, 0.19154653295358118)	(76, 0.1959603936269131)	(78, 0.20043665468259042)	(80, 0.2049813904941157)	(82, 0.20949188892771703)	(84, 0.2141194571051875)	(86, 0.21883703645365177)	(88, 0.22353528825006214)	(90, 0.22802756356315548)	(92, 0.23234478647621803)	(94, 0.23670729108266397)	(96, 0.24104825927396417)	(98, 0.2453726609920753)	(100, 0.24960594710764675)	(102, 0.25378456386169435)	(104, 0.25806423610219514)	(106, 0.26225003166129135)	(108, 0.2663331150866155)	(110, 0.27051835842993877)	(112, 0.27465887229565167)	(114, 0.27869170408563576)	(116, 0.2827107304812957)	(118, 0.2865618832819734)	(120, 0.28953666965095115)
271M_R1 - polyg	(1, 0.0011806373226052388)	(2, 0.0014865648608294213)	(3, 0.0018024322829670249)	(4, 0.0020951066426399792)	(5, 0.002386676570766998)	(6, 0.002702543992904602)	(7, 0.003022829141225948)	(8, 0.003374038372833493)	(9, 0.0036843836372414183)	(10, 0.004189661069506991)	(12, 0.004862812096754786)	(14, 0.005506143472262318)	(16, 0.006174324557553402)	(18, 0.006844714505936359)	(20, 0.0076332786297344316)	(22, 0.0084974963144291)	(24, 0.00954228855688425)	(26, 0.016236800372573357)	(28, 0.02774718594431498)	(30, 0.032513360280800395)	(32, 0.036667127325064476)	(34, 0.03884948405983338)	(36, 0.04034709323612215)	(38, 0.04189550626352397)	(40, 0.04362725492755111)	(42, 0.045720152707099226)	(44, 0.048132783419195704)	(46, 0.067684535076895)	(48, 0.08425321712902203)	(50, 0.1091382687220447)	(52, 0.14411782464491946)	(54, 0.16397163833043216)	(56, 0.1755759005835783)	(58, 0.18268899195517704)	(60, 0.18684883337294378)	(62, 0.18972532533433323)	(64, 0.19210095758964088)	(66, 0.1939597158814506)	(68, 0.19514587536178554)	(70, 0.19597475123701028)	(72, 0.1967384656510248)	(74, 0.1974867180233962)	(76, 0.19821067290175703)	(78, 0.19895450754794475)	(80, 0.19970110327299725)	(82, 0.20043223695640666)	(84, 0.2011578484820864)	(86, 0.20180725423109658)	(88, 0.20243788464382584)	(90, 0.20303924762058784)	(92, 0.20360637321942582)	(94, 0.20417570768135562)	(96, 0.20471798357041004)	(98, 0.20523596196545388)	(100, 0.20577050683368675)	(102, 0.20628627636563873)	(104, 0.20682082123387158)	(106, 0.20737800694879616)	(108, 0.2079329838006288)	(110, 0.2084570365691753)	(112, 0.20897335831690023)	(114, 0.20944495058701473)	(116, 0.2099866742602962)	(118, 0.21047925072978352)	(120, 0.21084481757148824)
271M_R2 - illumina_universal_adapter	(1, 0.0011994126588861453)	(2, 0.002602040722224455)	(3, 0.004055472636675806)	(4, 0.0054614139946519225)	(5, 0.0066928551683702025)	(6, 0.0077520050209225165)	(7, 0.008542778007812462)	(8, 0.00918445273600109)	(9, 0.009647209553748138)	(10, 0.010086221093257571)	(12, 0.010460071171556798)	(14, 0.0106660476548738)	(16, 0.014498977335043569)	(18, 0.019417563224868106)	(20, 0.024575810760160684)	(22, 0.030043299128315253)	(24, 0.03582223719242368)	(26, 0.042016441517803926)	(28, 0.04854197530696487)	(30, 0.05534748249302052)	(32, 0.0625748825296236)	(34, 0.07026062165778996)	(36, 0.07853888831035083)	(38, 0.08723463008727539)	(40, 0.09657701653434528)	(42, 0.1063909952515297)	(44, 0.11710232459978687)	(46, 0.12853816104217786)	(48, 0.14107677238318556)	(50, 0.15471484532817228)	(52, 0.15832799313070084)	(54, 0.15839646788654888)	(56, 0.158497523373002)	(58, 0.15860078772254696)	(60, 0.1587272451345566)	(62, 0.15886806015666338)	(64, 0.15903041159391593)	(66, 0.15922037381981688)	(68, 0.15943187246086354)	(70, 0.15969583160034218)	(72, 0.15998243158651249)	(74, 0.16026682270959092)	(76, 0.1605473483222586)	(78, 0.16085327586048276)	(80, 0.16116748663530148)	(82, 0.1614866673520769)	(84, 0.16183401107327366)	(86, 0.1621835636575623)	(88, 0.16259165111378554)	(90, 0.16301906612206263)	(92, 0.16350943372845805)	(94, 0.1640809770534798)	(96, 0.16478063443783003)	(98, 0.16549630607959637)	(100, 0.16628542241916738)	(102, 0.16712755147294334)	(104, 0.16809116799677223)	(106, 0.16916633210674062)	(108, 0.17038065459149687)	(110, 0.1717849393021541)	(112, 0.17329193614658334)	(114, 0.17491765938220066)	(116, 0.176748806885362)	(118, 0.17868045765920348)	(120, 0.18026642135916712)
271M_R2 - polya	(1, 0.10722484106871114)	(2, 0.142408716827584)	(3, 0.17779028583317935)	(4, 0.21277646834532973)	(5, 0.24730652062900865)	(6, 0.2817647848622018)	(7, 0.31668911920777976)	(8, 0.35164879536282767)	(9, 0.3865532499405788)	(10, 0.43921862042429455)	(12, 0.5100695607433872)	(14, 0.5805472031999535)	(16, 0.6512567762811663)	(18, 0.7223424083037702)	(20, 0.7936605231667935)	(22, 0.8655584645914332)	(24, 0.9379351770912359)	(26, 1.0097618826811627)	(28, 1.0811175482167479)	(30, 1.153455605612443)	(32, 1.2255214206320646)	(34, 1.2981946730019511)	(36, 1.370822643678454)	(38, 1.4433766174413796)	(40, 1.5162939491829177)	(42, 1.589264293638661)	(44, 1.661737643898733)	(46, 1.7353148734889678)	(48, 1.8081510295118797)	(50, 1.881068913469191)	(52, 1.9540652120662636)	(54, 2.027185206996481)	(56, 2.1004068096289243)	(58, 2.1730717787622167)	(60, 2.2454954296027214)	(62, 2.3174519058992953)	(64, 2.3891626461768993)	(66, 2.4611980893290077)	(68, 2.5327387471485374)	(70, 2.6045179621819887)	(72, 2.676097827321399)	(74, 2.747936129442558)	(76, 2.820307319784631)	(78, 2.893246187941315)	(80, 2.9661226557156537)	(82, 3.0396192618030353)	(84, 3.112584084101049)	(86, 3.1849237981440623)	(88, 3.2571177272230125)	(90, 3.3288621526627673)	(92, 3.4006623518955914)	(94, 3.4720638513403332)	(96, 3.543682923799624)	(98, 3.614980054463275)	(100, 3.686231351217769)	(102, 3.7574865134826743)	(104, 3.8276615416956536)	(106, 3.897622310188722)	(108, 3.9678812751991934)	(110, 4.037883459875234)	(112, 4.107479213742371)	(114, 4.176964524454914)	(116, 4.246148325355417)	(118, 4.31529126228872)	(120, 4.368509400761177)
271M_R2 - polyg	(1, 0.030762836280492346)	(2, 0.030807013542329776)	(3, 0.030858921824988752)	(4, 0.030916352265377405)	(5, 0.030955007369485154)	(6, 0.030998080199776647)	(7, 0.031056615071711237)	(8, 0.03110741892282428)	(9, 0.031169267089396675)	(10, 0.031302903306454896)	(12, 0.03146304588061557)	(14, 0.0315602358566579)	(16, 0.03164582930146792)	(18, 0.03174854143523994)	(20, 0.03186561117910912)	(22, 0.03199262080689172)	(24, 0.032141166849820074)	(26, 0.032301861639753716)	(28, 0.03247857068710342)	(30, 0.03267792058114481)	(32, 0.032908746774245365)	(34, 0.0331417818304378)	(36, 0.03338641341786255)	(38, 0.033692340956086725)	(40, 0.033988328610397495)	(42, 0.034305300464081034)	(44, 0.03465982299032638)	(46, 0.03504361295253903)	(48, 0.03543292507248136)	(50, 0.0358443258233424)	(52, 0.03628057628398699)	(54, 0.03727843018573987)	(56, 0.08346575743676989)	(58, 0.14283834069895296)	(60, 0.16742685242189193)	(62, 0.18652854822462242)	(64, 0.19552966532399818)	(66, 0.20067686854383143)	(68, 0.20476160861647452)	(70, 0.2084360523698025)	(72, 0.2112556661065763)	(74, 0.21243961672381934)	(76, 0.21339605444259963)	(78, 0.21427518195316445)	(80, 0.21512228094889713)	(82, 0.21596772329731087)	(84, 0.21692636987918304)	(86, 0.21783586925726106)	(88, 0.21872548886751225)	(90, 0.22002982252326228)	(92, 0.2247308353985375)	(94, 0.2306097245175531)	(96, 0.2367669303861445)	(98, 0.24316932005793362)	(100, 0.2498202068275583)	(102, 0.2571425879771118)	(104, 0.2646311860743287)	(106, 0.2726405236454542)	(108, 0.2809613109125336)	(110, 0.2897061998932523)	(112, 0.2991165088803972)	(114, 0.3088863103357442)	(116, 0.31940988632119227)	(118, 0.33044426189663567)	(120, 0.33908809539090123)
272M_R1 - polya	(1, 0.008866008274978292)	(2, 0.011117976610918349)	(3, 0.013444787148499272)	(4, 0.01551020850423001)	(5, 0.017557757095389794)	(6, 0.01955727263176514)	(7, 0.021648386086566624)	(8, 0.02368141305651251)	(9, 0.025591564770033094)	(10, 0.02873940543009216)	(12, 0.03286913109376795)	(14, 0.03731330570911394)	(16, 0.04170888874578266)	(18, 0.04601063976845386)	(20, 0.05027496969030465)	(22, 0.05464821177125967)	(24, 0.05909573752996271)	(26, 0.0633958129809554)	(28, 0.06784054612019423)	(30, 0.07234727541153856)	(32, 0.07676352383224243)	(34, 0.08125740707405138)	(36, 0.08584400528207216)	(38, 0.09027533384788278)	(40, 0.09460780368466032)	(42, 0.09916535865025329)	(44, 0.10365142255756246)	(46, 0.10815089103829983)	(48, 0.11278943196835492)	(50, 0.1176150784025122)	(52, 0.12206092858953671)	(54, 0.126440314433313)	(56, 0.1308213758487678)	(58, 0.13511474901304638)	(60, 0.1393137316394346)	(62, 0.14363112133110542)	(64, 0.14789656830074188)	(66, 0.1522050216101272)	(68, 0.15649280953547734)	(70, 0.16073088883436454)	(72, 0.16497008518103742)	(74, 0.16911209837035573)	(76, 0.17315860397399802)	(78, 0.1773274263101728)	(80, 0.18146385426056266)	(82, 0.18571645518066376)	(84, 0.19008858021383312)	(86, 0.1944590296753239)	(88, 0.19882445242177915)	(90, 0.2029709338022402)	(92, 0.20703754626602483)	(94, 0.21111309511209492)	(96, 0.21500824074077696)	(98, 0.2188140225466042)	(100, 0.22265052316653783)	(102, 0.22656856827482635)	(104, 0.23047600142915092)	(106, 0.23439069539408244)	(108, 0.23823278125294448)	(110, 0.24213518769223344)	(112, 0.24585663239024153)	(114, 0.24949206440875193)	(116, 0.2532704785438299)	(118, 0.2569997425763378)	(120, 0.25970914198051565)
272M_R1 - polyg	(1, 0.001452162121389918)	(2, 0.0017671695969529617)	(3, 0.002065421355730737)	(4, 0.002412823217078633)	(5, 0.002756873935069475)	(6, 0.00305735978941862)	(7, 0.003385771838409878)	(8, 0.0037141838874011363)	(9, 0.004035893649678287)	(10, 0.004529070247058018)	(12, 0.0052495660688245535)	(14, 0.005955540269377191)	(16, 0.006715132763642686)	(18, 0.007469698542872601)	(20, 0.008260568375137264)	(22, 0.009169845272684489)	(24, 0.0109046204838526)	(26, 0.0334550226573595)	(28, 0.061395180396794355)	(30, 0.07110176713050029)	(32, 0.08003982498765522)	(34, 0.08335354724388845)	(36, 0.08577698241493109)	(38, 0.08795690116869449)	(40, 0.09016307054542148)	(42, 0.09217431508354651)	(44, 0.09379850256393185)	(46, 0.1015396437187258)	(48, 0.11350769369455009)	(50, 0.1255919166400856)	(52, 0.1455429486163045)	(54, 0.16091240909953827)	(56, 0.16954048619616574)	(58, 0.17514806608030223)	(60, 0.1784785440533207)	(62, 0.18090700593939893)	(64, 0.18284396679977594)	(66, 0.1844709468996255)	(68, 0.18565110788520123)	(70, 0.1865279903969636)	(72, 0.18733952561326342)	(74, 0.18805611176778006)	(76, 0.18884083783722347)	(78, 0.18961439342881)	(80, 0.190351086443469)	(82, 0.19104979983341466)	(84, 0.19170494835971866)	(86, 0.192372942935558)	(88, 0.19299011183714873)	(90, 0.19360951483431083)	(92, 0.19422333259254448)	(94, 0.19482597987292127)	(96, 0.19540852029315578)	(98, 0.1959357668479989)	(100, 0.19647641797627022)	(102, 0.19701204238950598)	(104, 0.19756777366288403)	(106, 0.1981212708406907)	(108, 0.198647958871641)	(110, 0.19913108203894955)	(112, 0.19965330187875707)	(114, 0.20016155862124357)	(116, 0.20067316650708708)	(118, 0.2011713698195024)	(120, 0.201562336544492)
